"Ad name",Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (EUR)","Result rate","CPM (cost per 1,000 impressions)",Frequency,"Reporting starts","Reporting ends"
"Single Image 2 // Mehr dazu",2026-01-21,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,92,99,,-,-,-,0.76,,7.67676768,1.07608696,2026-01-21,2026-01-21
"SCN-Reel // Mehr dazu",2026-01-20,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,51,55,,-,-,-,0.73,,13.27272727,1.07843137,2026-01-20,2026-01-20
"Carousel 1 // Mehr dazu",2025-12-04,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,44,45,,-,-,-,0.71,,15.77777778,1.02272727,2025-12-04,2025-12-04
"Bild 1 // Mehr dazu",2026-01-21,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,60,66,,-,-,-,0.69,,10.45454545,1.1,2026-01-21,2026-01-21
"Single Image 2 // Mehr dazu",2026-01-08,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,64,81,,-,-,-,0.66,,8.14814815,1.265625,2026-01-08,2026-01-08
"Carousel 1 // Mehr dazu",2025-12-15,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,34,35,,-,-,-,0.64,,18.28571429,1.02941176,2025-12-15,2025-12-15
"SCN-Reel // Mehr dazu",2026-01-27,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,53,54,,-,-,-,0.62,,11.48148148,1.01886792,2026-01-27,2026-01-27
"Single Image 2 // Mehr dazu",2026-01-14,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,70,76,,-,-,-,0.62,,8.15789474,1.08571429,2026-01-14,2026-01-14
"Carousel 1 // Mehr dazu",2025-12-17,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,26,30,,-,-,-,0.6,,20,1.15384615,2025-12-17,2025-12-17
"Carousel 1 // Mehr dazu",2026-01-07,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,23,31,,-,-,-,0.59,,19.03225806,1.34782609,2026-01-07,2026-01-07
"Bild 1 // Mehr dazu",2025-11-21,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,20,23,,-,-,-,0.52,,22.60869565,1.15,2025-11-21,2025-11-21
"TH-Reel // Mehr dazu",2025-12-08,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,34,36,,-,-,-,0.52,,14.44444444,1.05882353,2025-12-08,2025-12-08
"Carousel 1 // Mehr dazu",2026-01-26,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,37,39,,-,-,-,0.49,,12.56410256,1.05405405,2026-01-26,2026-01-26
"TH-Reel // Mehr dazu",2025-12-05,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,19,20,,-,-,-,0.47,,23.5,1.05263158,2025-12-05,2025-12-05
"Carousel 1 // Mehr dazu",2026-01-27,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,28,33,,-,-,-,0.47,,14.24242424,1.17857143,2026-01-27,2026-01-27
"TH-Reel // Mehr dazu",2025-12-13,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,35,35,,-,-,-,0.46,,13.14285714,1,2025-12-13,2025-12-13
"Carousel 1 // Mehr dazu",2026-01-22,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,21,22,,-,-,-,0.45,,20.45454545,1.04761905,2026-01-22,2026-01-22
"Carousel 1 // Mehr dazu",2026-01-10,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,27,30,,-,-,-,0.45,,15,1.11111111,2026-01-10,2026-01-10
"Bild 1 // Mehr dazu",2025-11-22,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,10,10,,-,-,-,0.44,,44,1,2025-11-22,2025-11-22
"Carousel 1 // Mehr dazu",2026-01-19,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,27,27,,-,-,-,0.43,,15.92592593,1,2026-01-19,2026-01-19
"Bild 1 // Mehr dazu",2025-11-30,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",1,27,28,0.41,-,-,-,0.41,3.57142857,14.64285714,1.03703704,2025-11-30,2025-11-30
"Carousel 1 // Mehr dazu",2025-12-20,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,23,26,,-,-,-,0.41,,15.76923077,1.13043478,2025-12-20,2025-12-20
"SCN-Reel // Mehr dazu",2026-01-21,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,16,20,,-,-,-,0.38,,19,1.25,2026-01-21,2026-01-21
"Single Image 2 // Mehr dazu",2026-01-27,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,34,39,,-,-,-,0.38,,9.74358974,1.14705882,2026-01-27,2026-01-27
"Carousel 1 // Mehr dazu",2026-01-23,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,26,26,,-,-,-,0.37,,14.23076923,1,2026-01-23,2026-01-23
"Carousel 1 // Mehr dazu",2025-12-07,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,17,17,,-,-,-,0.3,,17.64705882,1,2025-12-07,2025-12-07
"Carousel 1 // Mehr dazu",2025-12-09,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,24,25,,-,-,-,0.3,,12,1.04166667,2025-12-09,2025-12-09
"Single Image 2 // Mehr dazu",2026-01-10,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,27,27,,-,-,-,0.3,,11.11111111,1,2026-01-10,2026-01-10
"Carousel 1 // Mehr dazu",2025-12-08,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,21,22,,-,-,-,0.29,,13.18181818,1.04761905,2025-12-08,2025-12-08
"Carousel 1 // Mehr dazu",2025-12-04,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,13,13,,-,-,-,0.28,,21.53846154,1,2025-12-04,2025-12-04
"Carousel 1 // Mehr dazu",2025-12-05,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",1,16,16,0.27,-,-,-,0.27,6.25,16.875,1,2025-12-05,2025-12-05
"Carousel 1 // Mehr dazu",2025-12-18,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,16,16,,-,-,-,0.27,,16.875,1,2025-12-18,2025-12-18
"Carousel 1 // Mehr dazu",2025-12-16,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,21,21,,-,-,-,0.27,,12.85714286,1,2025-12-16,2025-12-16
"TH-Reel // Mehr dazu",2025-12-02,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,27,27,,-,-,-,0.26,,9.62962963,1,2025-12-02,2025-12-02
"Carousel 1 // Mehr dazu",2025-12-04,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,19,20,,-,-,-,0.25,,12.5,1.05263158,2025-12-04,2025-12-04
"Carousel 1 // Mehr dazu",2026-01-22,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,8,10,,-,-,-,0.25,,25,1.25,2026-01-22,2026-01-22
"Carousel 1 // Mehr dazu",2025-12-08,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,11,12,,-,-,-,0.25,,20.83333333,1.09090909,2025-12-08,2025-12-08
"TH-Reel // Mehr dazu",2025-11-23,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,12,13,,-,-,-,0.23,,17.69230769,1.08333333,2025-11-23,2025-11-23
"TH-Reel // Mehr dazu",2025-11-21,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,7,7,,-,-,-,0.23,,32.85714286,1,2025-11-21,2025-11-21
"Carousel 1 // Mehr dazu",2026-01-11,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,20,21,,-,-,-,0.21,,10,1.05,2026-01-11,2026-01-11
"TH-Reel // Mehr dazu",2025-12-15,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,16,16,,-,-,-,0.21,,13.125,1,2025-12-15,2025-12-15
"Carousel 1 // Mehr dazu",2025-11-25,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,11,11,,-,-,-,0.21,,19.09090909,1,2025-11-25,2025-11-25
"TH-Reel // Mehr dazu",2025-12-07,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,6,6,,-,-,-,0.21,,35,1,2025-12-07,2025-12-07
"Carousel 1 // Mehr dazu",2026-01-20,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,8,11,,-,-,-,0.19,,17.27272727,1.375,2026-01-20,2026-01-20
"Carousel 1 // Mehr dazu",2025-12-05,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",1,9,9,0.19,-,-,-,0.19,11.11111111,21.11111111,1,2025-12-05,2025-12-05
"Carousel 1 // Mehr dazu",2025-11-29,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,12,12,,-,-,-,0.18,,15,1,2025-11-29,2025-11-29
"Carousel 1 // Mehr dazu",2025-12-10,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,3,3,,-,-,-,0.18,,60,1,2025-12-10,2025-12-10
"Carousel 1 // Mehr dazu",2025-12-07,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,19,19,,-,-,-,0.18,,9.47368421,1,2025-12-07,2025-12-07
"Carousel 1 // Mehr dazu",2025-12-11,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,8,8,,-,-,-,0.15,,18.75,1,2025-12-11,2025-12-11
"Carousel 1 // Mehr dazu",2026-01-24,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,13,16,,-,-,-,0.14,,8.75,1.23076923,2026-01-24,2026-01-24
"TH-Reel // Mehr dazu",2025-11-18,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,10,11,,-,-,-,0.14,,12.72727273,1.1,2025-11-18,2025-11-18
"TH-Reel // Mehr dazu",2025-11-19,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,10,13,,-,-,-,0.14,,10.76923077,1.3,2025-11-19,2025-11-19
"Carousel 1 // Mehr dazu",2026-01-13,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,12,12,,-,-,-,0.13,,10.83333333,1,2026-01-13,2026-01-13
"TH-Reel // Mehr dazu",2025-12-12,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,10,10,,-,-,-,0.13,,13,1,2025-12-12,2025-12-12
"Carousel 1 // Mehr dazu",2026-01-20,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,4,4,,-,-,-,0.13,,32.5,1,2026-01-20,2026-01-20
"Carousel 1 // Mehr dazu",2025-12-07,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,12,14,,-,-,-,0.13,,9.28571429,1.16666667,2025-12-07,2025-12-07
"Bild 1 // Mehr dazu",2025-11-23,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,3,3,,-,-,-,0.12,,40,1,2025-11-23,2025-11-23
"Carousel 1 // Mehr dazu",2026-01-18,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,9,9,,-,-,-,0.12,,13.33333333,1,2026-01-18,2026-01-18
"Carousel 1 // Mehr dazu",2025-12-14,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,4,4,,-,-,-,0.11,,27.5,1,2025-12-14,2025-12-14
"Carousel 1 // Mehr dazu",2026-01-14,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,8,11,,-,-,-,0.11,,10,1.375,2026-01-14,2026-01-14
"Carousel 1 // Mehr dazu",2026-01-08,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,9,11,,-,-,-,0.11,,10,1.22222222,2026-01-08,2026-01-08
"Carousel 1 // Mehr dazu",2026-01-27,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,3,3,,-,-,-,0.11,,36.66666667,1,2026-01-27,2026-01-27
"Carousel 1 // Mehr dazu",2026-01-21,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,6,6,,-,-,-,0.1,,16.66666667,1,2026-01-21,2026-01-21
"TH-Reel // Mehr dazu",2025-12-17,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,12,12,,-,-,-,0.1,,8.33333333,1,2025-12-17,2025-12-17
"TH-Reel // Mehr dazu",2025-12-09,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,6,6,,-,-,-,0.09,,15,1,2025-12-09,2025-12-09
"Carousel 1 // Mehr dazu",2026-01-24,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,1,1,,-,-,-,0.08,,80,1,2026-01-24,2026-01-24
"Single Image 2 // Mehr dazu",2026-01-11,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,14,14,,-,-,-,0.08,,5.71428571,1,2026-01-11,2026-01-11
"Carousel 1 // Mehr dazu",2025-12-19,not_delivering,ad,"Andresen & Co. Immobilien // Norder Wung // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,7,7,,-,-,-,0.08,,11.42857143,1,2025-12-19,2025-12-19
"Bild 1 // Mehr dazu",2025-11-24,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,3,3,,-,-,-,0.07,,23.33333333,1,2025-11-24,2025-11-24
"Bild 1 // Mehr dazu",2025-12-01,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,7,7,,-,-,-,0.07,,10,1,2025-12-01,2025-12-01
"Carousel 1 // Mehr dazu",2026-01-25,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,2,3,,-,-,-,0.07,,23.33333333,1.5,2026-01-25,2026-01-25
"Carousel 1 // Mehr dazu",2025-12-01,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,4,4,,-,-,-,0.07,,17.5,1,2025-12-01,2025-12-01
"TH-Reel // Mehr dazu",2025-12-11,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,8,8,,-,-,-,0.06,,7.5,1,2025-12-11,2025-12-11
"TH-Reel // Mehr dazu",2025-12-16,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,4,4,,-,-,-,0.06,,15,1,2025-12-16,2025-12-16
"Carousel 1 // Mehr dazu",2026-01-17,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,2,2,,-,-,-,0.06,,30,1,2026-01-17,2026-01-17
"Bild 1 // Mehr dazu",2025-11-29,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,4,4,,-,-,-,0.05,,12.5,1,2025-11-29,2025-11-29
"Carousel 1 // Mehr dazu",2026-01-15,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,6,8,,-,-,-,0.05,,6.25,1.33333333,2026-01-15,2026-01-15
"Bild 1 // Mehr dazu",2025-12-02,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,3,3,,-,-,-,0.04,,13.33333333,1,2025-12-02,2025-12-02
"Carousel 1 // Mehr dazu",2026-01-12,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,4,4,,-,-,-,0.04,,10,1,2026-01-12,2026-01-12
"Carousel 1 // Mehr dazu",2026-01-11,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,3,3,,-,-,-,0.04,,13.33333333,1,2026-01-11,2026-01-11
"Carousel 1 // Mehr dazu",2025-12-09,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,4,4,,-,-,-,0.03,,7.5,1,2025-12-09,2025-12-09
"Carousel 1 // Mehr dazu",2025-11-26,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,3,3,,-,-,-,0.03,,10,1,2025-11-26,2025-11-26
"Single Image 2 // Mehr dazu",2026-01-12,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,5,5,,-,-,-,0.03,,6,1,2026-01-12,2026-01-12
"Carousel 1 // Mehr dazu",2026-01-15,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,6,6,,-,-,-,0.03,,5,1,2026-01-15,2026-01-15
"Carousel 1 // Mehr dazu",2025-11-28,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,1,1,,-,-,-,0.02,,20,1,2025-11-28,2025-11-28
"Carousel 1 // Mehr dazu",2026-01-09,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,2,4,,-,-,-,0.02,,5,2,2026-01-09,2026-01-09
"TH-Reel // Mehr dazu",2025-12-02,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,1,1,,-,-,-,0.01,,10,1,2025-12-02,2025-12-02
"Carousel 1 // Mehr dazu",2026-01-16,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,1,1,,-,-,-,0,,0,1,2026-01-16,2026-01-16
"Carousel 1 // Mehr dazu",2026-01-17,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,1,1,,-,-,-,0,,0,1,2026-01-17,2026-01-17
"Carousel 1 // Mehr dazu",2026-01-18,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,1,1,,-,-,-,0,,0,1,2026-01-18,2026-01-18
