"Ad name",Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (EUR)","Result rate","CPM (cost per 1,000 impressions)",Frequency,"Reporting starts","Reporting ends"
"Carousel 1 // Mehr dazu",2025-12-06,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",1,1424,1475,18.91,-,-,-,18.91,0.06779661,12.82033898,1.03581461,2025-12-06,2025-12-06
"Carousel 1 // Mehr dazu",2025-12-13,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",5,1580,1667,3.768,-,-,-,18.84,0.29994001,11.30173965,1.05506329,2025-12-13,2025-12-13
"TH-Reel // Mehr dazu",2025-11-24,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",4,844,893,4.65,-,-,-,18.6,0.44792833,20.82866741,1.05805687,2025-11-24,2025-11-24
"Carousel 1 // Mehr dazu",2025-12-10,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",1,1626,1680,18.6,-,-,-,18.6,0.05952381,11.07142857,1.03321033,2025-12-10,2025-12-10
"TH-Reel // Mehr dazu",2025-11-29,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",4,671,691,4.6275,-,-,-,18.51,0.5788712,26.78726483,1.02980626,2025-11-29,2025-11-29
"Bild 2 // Mehr dazu",2026-01-14,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view","Leads (form)",3,1711,1865,6.15666667,-,-,-,18.47,0.16085791,9.90348525,1.09000584,2026-01-14,2026-01-14
"Single Image 1 // Mehr dazu",2026-01-10,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,2775,3103,,-,-,-,18.45,,5.94585885,1.1181982,2026-01-10,2026-01-10
"Carousel 1 // Mehr dazu",2025-12-12,not_delivering,ad,"NEUBAUTEAM // Osterstraße // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",2,1141,1172,9.195,-,-,-,18.39,0.17064846,15.69112628,1.02716915,2025-12-12,2025-12-12
"TH-Reel // Mehr dazu",2025-11-25,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",4,813,870,4.5825,-,-,-,18.33,0.45977011,21.06896552,1.0701107,2025-11-25,2025-11-25
"Carousel 1 // Mehr dazu",2025-12-12,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view",,,1518,1562,,-,-,-,18.24,,11.67733675,1.02898551,2025-12-12,2025-12-12
"Bild 1 // Mehr dazu",2025-12-06,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",3,1462,1637,6.04,-,-,-,18.12,0.18326206,11.06902871,1.11969904,2025-12-06,2025-12-06
"Carousel 1 // Mehr dazu",2025-12-03,not_delivering,ad,"NEUBAUTEAM // Osterstraße // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",1,906,978,18.05,-,-,-,18.05,0.10224949,18.45603272,1.0794702,2025-12-03,2025-12-03
"Carousel 1 // Mehr dazu",2025-12-15,not_delivering,ad,"NEUBAUTEAM // Osterstraße // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",1,1990,2078,18.04,-,-,-,18.04,0.0481232,8.68142445,1.04422111,2025-12-15,2025-12-15
"Carousel 1 // Mehr dazu",2025-12-03,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",3,1168,1227,5.88,-,-,-,17.64,0.24449878,14.37652812,1.0505137,2025-12-03,2025-12-03
"Carousel 1 // Mehr dazu",2025-12-04,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",1,1347,1388,17.48,-,-,-,17.48,0.07204611,12.59365994,1.03043801,2025-12-04,2025-12-04
"Carousel 1 // Mehr dazu",2025-12-05,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",8,1264,1343,2.18125,-,-,-,17.45,0.59568131,12.99329859,1.0625,2025-12-05,2025-12-05
"Bild 1 // Mehr dazu",2026-01-10,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view","Leads (form)",3,1324,1665,5.71,-,-,-,17.13,0.18018018,10.28828829,1.25755287,2026-01-10,2026-01-10
"Carousel 1 // Mehr dazu",2025-12-02,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",3,1090,1179,5.7,-,-,-,17.1,0.25445293,14.50381679,1.08165138,2025-12-02,2025-12-02
"Bild 1 // Mehr dazu",2025-12-05,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",4,1428,1512,4.225,-,-,-,16.9,0.26455026,11.17724868,1.05882353,2025-12-05,2025-12-05
"Carousel 1 // Mehr dazu",2025-12-02,not_delivering,ad,"NEUBAUTEAM // Osterstraße // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",4,883,957,4.0925,-,-,-,16.37,0.41797283,17.10553814,1.08380521,2025-12-02,2025-12-02
"TH-Reel // Mehr dazu",2025-12-16,not_delivering,ad,"NEUBAUTEAM // Osterstraße // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",3,995,1124,5.41666667,-,-,-,16.25,0.26690391,14.45729537,1.12964824,2025-12-16,2025-12-16
"SCN-Reel // Mehr dazu",2026-01-11,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view","Leads (form)",3,2609,2870,5.33,-,-,-,15.99,0.10452962,5.57142857,1.10003833,2026-01-11,2026-01-11
"Bild 1 // Mehr dazu",2025-12-03,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",2,741,879,7.905,-,-,-,15.81,0.22753129,17.98634812,1.18623482,2025-12-03,2025-12-03
"Carousel 1 // Mehr dazu",2025-12-17,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",5,1360,1409,2.998,-,-,-,14.99,0.3548616,10.63875089,1.03602941,2025-12-17,2025-12-17
"Bild 1 // Mehr dazu",2026-01-13,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,1700,1830,,-,-,-,14.72,,8.04371585,1.07647059,2026-01-13,2026-01-13
"Bild 2 // Mehr dazu",2026-01-27,active,ad,"Andresen & Co. Immobilien // Apartmentanlage in Westerland // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view","Leads (form)",1,1472,1541,14.63,-,-,-,14.63,0.06489293,9.49383517,1.046875,2026-01-27,2026-01-27
"TH-Reel // Mehr dazu",2025-11-22,not_delivering,ad,"NEUBAUTEAM // Oelkersallee // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",4,466,517,3.655,-,-,-,14.62,0.77369439,28.27852998,1.10944206,2025-11-22,2025-11-22
"TH-Reel // Mehr dazu",2025-12-02,not_delivering,ad,"NEUBAUTEAM // Osterstraße // Voroptimierte Leads // Adv +","7-day click or 1-day view",,,760,857,,-,-,-,14.42,,16.82613769,1.12763158,2025-12-02,2025-12-02
"Carousel 1 // Mehr dazu",2025-11-30,not_delivering,ad,"NEUBAUTEAM // Osterstraße // Voroptimierte Leads // Adv +","7-day click or 1-day view","Leads (form)",2,595,657,7.11,-,-,-,14.22,0.304414,21.64383562,1.10420168,2025-11-30,2025-11-30
"Carousel 1 // Mehr dazu",2025-12-01,not_delivering,ad,"IF // Hamburg (+ 19km) , DE, ENG // Feeds, Stories, Reels, In-Stream, Suche","7-day click or 1-day view","Leads (form)",4,788,864,3.535,-,-,-,14.14,0.46296296,16.36574074,1.0964467,2025-12-01,2025-12-01
"SCN-Reel // Mehr dazu",2026-01-20,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view","Leads (form)",1,1562,1701,14.11,-,-,-,14.11,0.05878895,8.29512052,1.08898848,2026-01-20,2026-01-20
"Single Image 1 // Mehr dazu",2026-01-26,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view","Leads (form)",2,2135,2385,7.035,-,-,-,14.07,0.08385744,5.89937107,1.11709602,2026-01-26,2026-01-26
"Single Image 1 // Mehr dazu",2026-01-18,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view",,,2310,2710,,-,-,-,14.06,,5.18819188,1.17316017,2026-01-18,2026-01-18
"Single Image 1 // Mehr dazu",2026-01-12,active,ad,"VON POLL Berlin-Pankow // Friedrich-Engels-Straße // Voroptimierte Leads // Adv + Anzeigengruppe","7-day click or 1-day view","Leads (form)",1,2569,2930,13.91,-,-,-,13.91,0.03412969,4.74744027,1.1405216,2026-01-12,2026-01-12
